a,b,c,d,e,f,g,h,i,j,k,l,m
189321,102693,17902548,41.14683836,-82.58818298,42.420664,-83.157255,157285,152665,40.77467795,-82.53529125,40.764146,-82.52946
79277,25088,499211,38.48613825,-121.4471851,38.461221,-121.386811,24666,151539,38.61849586,-121.4370694,38.618707,-121.510036
134322,54681,2496721,33.83465503,-84.31397126,33.778138,-84.38445,53193,150947,34.0591076,-84.60086269,34.069435,-84.65183
212750,136032,225374419,37.35853999,-83.6227099,40.781545,-73.94959,197131,150797,32.43366463,-99.74306862,32.437464,-99.748188
90284,191242,2147269,29.72428059,-95.43277685,29.715277,-95.491289,192038,149947,29.95751853,-95.44509955,29.959865,-95.458804
61169,25623,280044,34.09967932,-117.4047305,34.10026,-117.44656,25809,149606,34.12669064,-117.2683212,34.133367,-117.284048
195420,34616,3919897,39.69639706,-104.9451957,39.694929,-105.020282,36718,149464,38.27644515,-104.6413338,38.218398,-104.662178
29365,15244,3260567,33.98647253,-118.2642196,34.066842,-118.301495,15990,149328,34.04704808,-118.4614833,34.039841,-118.458559
206472,136032,204957040,37.24829353,-82.86073329,40.781545,-73.94959,9256,149237,33.41281893,-94.11465741,33.441946,-94.032835
188162,136032,54581867,40.50669003,-74.42654934,40.781545,-73.94959,40149,148762,38.57702852,-75.19390059,38.711854,-75.087006
66260,114550,149421,38.59150462,-90.2566443,38.576267,-90.236495,114661,148750,38.66190218,-90.27337195,38.678018,-90.243918
13624,15244,485613,34.06318831,-118.2939538,34.066842,-118.301495,15577,148210,34.00495057,-118.2684684,33.998108,-118.270737
193052,15244,34803836,35.33126229,-119.295592,34.066842,-118.301495,11417,148076,39.75278279,-121.7745359,39.735667,-121.857702
31905,26637,185604,32.69996602,-117.119432,32.715551,-117.164636,26465,148067,32.75122936,-117.1125416,32.752575,-117.086035
154954,40333,6543452,39.02498049,-76.98595963,38.929186,-77.039296,88360,147918,39.49316944,-76.3241245,39.547852,-76.344792
206965,136032,210595511,37.40272404,-83.11219939,40.781545,-73.94959,74045,147495,42.52033782,-92.38874591,42.492169,-92.349093
107715,72105,257917,39.80351715,-86.09479968,39.772231,-86.092943,71733,147378,39.8065051,-86.2522857,39.833888,-86.272868
128385,219631,1173232,18.39149623,-66.07692471,18.449196,-66.040989,218279,147255,18.23732319,-66.02546826,18.221371,-66.061357
177810,54681,5020206,33.84664475,-84.31280696,33.778138,-84.38445,52977,146407,33.94403284,-83.39227693,33.949673,-83.381321
196028,67225,319796,40.69410641,-89.57467999,40.710481,-89.586192,66505,145939,40.48853114,-88.9727815,40.50736,-88.990716
165892,94743,5709456,42.28012122,-71.2434799,42.336346,-71.081034,91332,145842,41.64860484,-70.93475127,41.667261,-70.925082
117514,136032,14885604,40.74332502,-73.91808402,40.781545,-73.94959,140944,145808,40.85156922,-73.35122114,40.847435,-73.406468
55131,117405,182128,36.12317018,-115.2485008,36.139017,-115.20659,117885,145521,36.1846232,-115.2390909,36.194593,-115.227777
169331,40333,7143313,39.02947602,-76.96730094,38.929186,-77.039296,204313,145498,38.28370084,-77.50302554,38.277602,-77.529419
215071,136032,295922036,37.40097887,-91.22461056,40.781545,-73.94959,116375,145421,40.77111916,-98.58289974,40.931334,-98.351295
32567,40333,437740,38.91343101,-77.03813115,38.929186,-77.039296,201401,145051,38.83559996,-77.11709082,38.856158,-77.115796
97154,202469,212575,38.97991075,-77.38277654,38.948885,-77.399966,202604,144994,38.85436064,-77.41225208,38.864703,-77.372988
76150,6111,375278,33.40552136,-111.8599252,33.398445,-111.862299,6333,144910,33.32081666,-111.8460934,33.303214,-111.830333
173130,30322,10598635,37.84589277,-121.8908944,37.339847,-121.835968,20692,144406,37.32899521,-120.5202822,37.312867,-120.45661
169354,176589,472177,34.84646391,-82.34260072,34.86094,-82.348596,177920,144341,34.95919738,-81.96242543,34.939038,-81.931705
161429,58555,356567,43.6173749,-116.2951446,43.603813,-116.23465,58932,144182,43.59823743,-116.6010717,43.554287,-116.567409
82208,103578,195202,42.25061115,-83.19978261,42.24592,-83.177383,103485,143853,42.32653191,-83.3274809,42.315135,-83.265852
210752,136032,221842697,37.36017417,-83.52753773,40.781545,-73.94959,110073,142882,33.53231433,-90.68716918,33.403473,-91.042342
213640,57850,953207,21.37246404,-157.913704,21.290072,-157.821291,58455,142153,20.85350369,-156.4654193,20.876207,-156.485104
189921,188989,854596,31.79669422,-106.39182,31.787069,-106.280473,126857,141514,32.33035802,-106.7604275,32.290846,-106.758116
21321,94743,642101,42.34576568,-71.09410121,42.336346,-71.081034,94642,140723,42.40351374,-71.04390475,42.378196,-71.037455
170778,136032,37140017,40.33431907,-74.77022079,40.781545,-73.94959,88042,140402,39.41802622,-77.40956478,39.424673,-77.454682
83787,136032,12948404,40.7384853,-73.93609214,40.781545,-73.94959,141312,140301,40.77252912,-73.23699905,40.777251,-73.224538
188215,148591,7782731,35.50241099,-80.42238874,35.786011,-78.680179,149149,140261,35.35528102,-77.87501393,35.369617,-77.983135
119176,19948,162238,34.68070538,-118.1506516,34.678746,-118.082527,20070,139736,34.57389544,-118.0942061,34.569207,-118.071906
198747,136032,133869263,39.63826361,-79.69322956,40.781545,-73.94959,1723,139671,34.77680111,-87.65418841,34.807018,-87.679056
139196,60041,7353642,41.84193995,-87.83473318,41.997296,-87.65714,66437,139398,42.17165708,-88.32654892,42.222164,-88.335413
163257,207675,3080750,47.53697601,-122.2757323,47.619879,-122.324197,208860,139092,47.58935715,-122.6423253,47.561386,-122.640565
139371,65833,177707,42.37555345,-87.86076821,42.37162,-87.842656,65763,138924,42.37159764,-88.05114327,42.375361,-88.096067
68833,118004,1134253,36.1676645,-115.1653828,36.205145,-115.108802,117520,138779,36.03001432,-115.1169185,36.003501,-115.144496
202933,56228,239099,31.05493983,-83.40935992,30.844529,-83.272285,54235,137974,31.58579115,-84.1334228,31.564992,-84.17135
103966,207675,1240889,47.65763779,-122.2933289,47.619879,-122.324197,208515,137966,47.33742057,-122.3276269,47.302995,-122.366804
129853,114550,1061598,38.65133765,-90.31171246,38.576267,-90.236495,113763,137802,38.59737675,-90.54530163,38.578495,-90.537095
140706,186293,5043985,32.85162471,-96.9375883,32.809842,-96.778457,188049,137358,33.18893128,-97.10618033,33.208372,-97.149053
151624,114550,1767789,38.65677454,-90.39156382,38.576267,-90.236495,67645,137282,38.5567977,-89.97849509,38.505718,-89.977742
93491,27871,341709,33.19441683,-117.2770174,33.208354,-117.243276,27989,137021,33.13252484,-117.0796052,33.135644,-117.075267
193888,105811,3211857,44.97787943,-93.25822394,44.952841,-93.282121,107610,136899,45.57483705,-94.2054479,45.554827,-94.150433
64926,191242,1352196,29.71010446,-95.44751235,29.715277,-95.491289,191729,136579,29.81734595,-95.50277247,29.805501,-95.486123
206308,136032,204435053,37.24041155,-82.86601985,40.781545,-73.94959,86380,136182,44.77277082,-68.80856383,44.811912,-68.773907
90427,191242,2668482,29.76255502,-95.45752841,29.715277,-95.491289,191644,136055,29.78544154,-95.73545533,29.76171,-95.762669
1850,136516,142893,40.85429164,-73.93161296,40.856735,-73.929225,136351,136018,40.82675759,-73.94535798,40.821776,-73.955219
204525,136032,199672449,37.26817938,-82.78438301,40.781545,-73.94959,8530,135958,35.88689945,-90.63285963,35.831942,-90.729365
5364,136032,4594480,40.75293145,-73.93756102,40.781545,-73.94959,132510,135398,40.60801038,-73.98954351,40.610784,-73.980724
63690,102693,190531,42.40551223,-83.16433268,42.420664,-83.157255,103470,135032,42.3447684,-83.18359085,42.322889,-83.180617
188581,136032,54810508,40.50055686,-74.43127757,40.781545,-73.94959,89957,134740,38.4537815,-75.59360552,38.359312,-75.607963
199343,136032,135888973,39.60011454,-79.75319474,40.781545,-73.94959,73640,134484,39.49006141,-87.3500801,39.482182,-87.391326
205921,136032,203666132,37.24483279,-82.8444294,40.781545,-73.94959,198414,133954,33.91585106,-98.54311393,33.899,-98.517067
33895,121759,586690,40.7508912,-74.19540319,40.770297,-74.187089,125806,133320,40.66421681,-74.21206184,40.663225,-74.226129
46436,136032,10889317,40.74192281,-73.9503333,40.781545,-73.94959,139360,132418,40.59950884,-73.77342973,40.599816,-73.747759
203160,136032,188544558,37.29882203,-82.23331579,40.781545,-73.94959,183183,132319,31.43646279,-94.70250042,31.34687,-94.714737
5551,136032,4824521,40.74691316,-73.93975021,40.781545,-73.94959,133456,132304,40.68008631,-73.87063287,40.678895,-73.868
190389,102693,34860512,41.49004946,-84.89760284,42.420664,-83.157255,72429,132097,39.16086984,-86.53927019,39.166114,-86.513448
147363,127714,310183,42.69429019,-73.75696223,42.663943,-73.775812,140603,131859,42.79786474,-73.92545521,42.805397,-73.941404
130076,15244,14634775,33.97801661,-118.0491094,34.066842,-118.301495,33192,131226,34.18940686,-118.8836885,34.221294,-118.862061
111377,46841,4140131,25.95214746,-80.25782595,25.768037,-80.212837,47542,131032,25.48383225,-80.44684879,25.480316,-80.491915
175435,145503,921619,36.06532376,-80.05188385,36.070177,-79.810184,143161,130817,36.08558246,-79.4216466,36.094925,-79.421461
190669,205959,247790,37.28469258,-79.9619606,37.268092,-79.980452,203544,130814,37.16172998,-80.50086295,37.246023,-80.426792
164260,49885,2896024,27.99744736,-82.45203923,27.783201,-82.632914,43671,130653,28.47792942,-82.54628716,28.454807,-82.549637
79779,136032,12681111,40.74016296,-73.93253002,40.781545,-73.94959,126141,129677,40.61105266,-74.42763517,40.612614,-74.426643
98438,34616,1667258,39.73914453,-104.9617549,39.694929,-105.020282,35115,129502,39.5474698,-104.9531691,39.529043,-104.924833
165926,136032,27510930,40.66029511,-74.12796711,40.781545,-73.94959,37613,129450,41.41483526,-73.44874394,41.386522,-73.468544
193978,136032,121702557,39.84128216,-79.40937845,40.781545,-73.94959,142015,129268,42.49843638,-76.39428554,42.441567,-76.486076
156437,48362,1641585,28.55187899,-81.36597731,28.48217,-81.404735,51980,129233,28.91118491,-81.24636827,28.900465,-81.249083
214450,15244,55770595,37.30306663,-118.8808858,34.066842,-118.301495,200428,128992,37.12576259,-113.5369521,37.137619,-113.619804
44587,207675,134042,47.61807315,-122.3286948,47.619879,-122.324197,207555,128987,47.67164329,-122.3390255,47.664363,-122.305245
182727,30322,11124624,37.84619133,-121.85831,37.339847,-121.835968,32488,128112,39.11872872,-121.6055036,39.125816,-121.612688
210323,15244,45026946,35.2174295,-118.2147133,34.066842,-118.301495,6883,128034,35.13121132,-114.3595581,35.104628,-114.629199
156140,219631,2128553,18.34672021,-66.09182587,18.449196,-66.040989,217917,127825,18.45763175,-66.81702234,18.460001,-66.73307
118714,148591,193821,35.77891534,-78.72653159,35.786011,-78.680179,148678,127656,35.86092702,-78.65052557,35.839139,-78.596487
86879,136032,13185263,40.73868879,-73.9263953,40.781545,-73.94959,123653,127135,40.49774458,-74.43594846,40.487884,-74.450229
214057,210446,662261,47.73535022,-117.2261698,47.696823,-117.399187,211067,127113,46.57481901,-117.051035,46.73307,-117.168237
198812,136032,134058080,39.63254329,-79.70251854,40.781545,-73.94959,212760,126751,39.31082291,-81.5254399,39.272914,-81.541758
179992,136032,48161695,40.63970735,-74.24381747,40.781545,-73.94959,39642,126533,39.16151205,-75.55159041,39.16709,-75.525228
184582,163733,2454376,45.43357603,-122.7237825,45.517476,-122.631465,162135,126532,44.59940555,-123.1953573,44.568925,-123.272609
9647,136032,6811039,40.73615894,-73.93374544,40.781545,-73.94959,139128,126429,40.75901452,-73.82227185,40.753699,-73.824485
70165,186293,407595,32.87418614,-96.73771169,32.809842,-96.778457,186871,126304,32.83910832,-96.65773153,32.810065,-96.692508
194857,136032,125330509,39.75774604,-79.54342616,40.781545,-73.94959,167334,126019,40.8212604,-77.84683465,40.797723,-77.855701
108989,60041,5977752,41.86108301,-87.80845578,41.997296,-87.65714,63611,125923,41.51811127,-87.67671055,41.500794,-87.662891
110261,5388,2837046,33.47169379,-112.0069888,33.47851,-112.172982,4460,125818,33.61819228,-112.371112,33.600765,-112.320326
86240,196870,144307,32.877762,-97.26448732,32.874311,-97.285135,196685,125618,32.84303828,-97.11939361,32.820134,-97.162604
130075,15244,14509170,33.97547673,-118.0431383,34.066842,-118.301495,33277,125605,34.27140861,-118.7388607,34.280478,-118.752968
52617,34616,127025,39.72560186,-105.0312871,39.694929,-105.020282,34669,125515,39.73578016,-104.9720545,39.736009,-104.976723
41028,46841,1016817,25.84519408,-80.23279369,25.768037,-80.212837,47245,125155,25.76371117,-80.36816048,25.775245,-80.332669
116424,136032,14712773,40.74137129,-73.92065798,40.781545,-73.94959,37154,124432,41.05839238,-73.53930845,41.057934,-73.53437
163270,179766,904190,36.11163151,-86.71625733,36.135066,-86.795582,181782,124391,35.84732621,-86.40017522,35.869312,-86.365713
172725,52286,148593,32.8395606,-83.67769508,32.827896,-83.648884,55917,124356,32.5991048,-83.66103523,32.630321,-83.612658
166988,192496,737320,26.2282958,-98.18254312,26.231393,-98.252427,185225,124318,26.17670581,-97.70143514,26.186196,-97.704541
181288,188393,130577,31.86775575,-102.3850892,31.872003,-102.372162,194310,124129,32.0069283,-102.110772,32.012969,-102.137031
76383,184114,505044,29.4375418,-98.5270737,29.436877,-98.519092,184398,124091,29.50075033,-98.67155712,29.51595,-98.688349
43635,15244,8505398,33.9815074,-118.2060017,34.066842,-118.301495,17428,123145,34.16045783,-118.1358451,34.154958,-118.14415
137538,207675,2554162,47.5530266,-122.2860495,47.619879,-122.324197,209463,123006,47.13941531,-122.3010262,47.136893,-122.278409
56766,40333,1311833,38.90427201,-77.03057725,38.929186,-77.039296,89071,122866,39.06189605,-77.06264975,39.056318,-77.059429
125132,40333,3878098,38.91195082,-77.12670951,38.929186,-77.039296,88527,122823,39.20551698,-76.83827034,39.189663,-76.844682
56053,190635,147005,29.70426775,-95.29042581,29.701406,-95.287246,190783,121997,29.67753946,-95.20379856,29.69704,-95.189132
95014,207675,603557,47.65054148,-122.3234336,47.619879,-122.324197,207805,121635,47.53046172,-122.3664061,47.559311,-122.384552
164331,51669,146767,28.92818477,-81.96886846,28.949348,-81.975416,46087,121218,29.17026079,-82.10405558,29.199473,-82.073133
24901,125265,146679,40.91726461,-74.16405784,40.914512,-74.156423,125192,121174,40.86667452,-74.12701703,40.860986,-74.13173
162186,49885,2714630,27.99398007,-82.4955654,27.783201,-82.632914,50664,119966,28.01658017,-81.73366118,28.017063,-81.770049
65195,118004,923895,36.15341878,-115.1582323,36.205145,-115.108802,117937,119922,36.25758099,-115.1638518,36.28265,-115.174281
178888,49885,7521352,28.21377107,-81.92531847,27.783201,-82.632914,42334,119526,28.86177279,-82.45492353,28.918326,-82.45683
47516,46841,1355014,25.84936462,-80.24731077,25.768037,-80.212837,47588,119438,25.94110721,-80.30928097,25.933914,-80.319492
151998,174688,827618,41.82982248,-71.41790024,41.798319,-71.42055,91240,119179,41.70653807,-71.15457776,41.696861,-71.165005
165483,45762,508351,27.40558479,-82.52101784,27.46917,-82.552376,51310,119113,27.03552605,-82.3815195,27.110247,-82.422486
186716,102693,6217293,42.47294592,-83.43676613,42.420664,-83.157255,97734,119038,42.23326339,-84.39834498,42.242802,-84.416729
127067,40333,5510576,39.02820557,-76.98431612,38.929186,-77.039296,203365,118658,39.06871734,-77.51179797,39.035146,-77.469306
156579,146580,1240045,35.2093974,-80.80787974,35.1934,-80.721041,145383,118537,35.2569485,-81.13083014,35.253335,-81.202704
216206,136032,298634874,37.41505536,-91.30505332,40.781545,-73.94959,13013,118219,40.7783725,-124.1274886,40.799272,-124.171936
176746,34616,3025497,39.82265286,-104.9861885,39.694929,-105.020282,36861,118174,40.40474066,-104.723816,40.409933,-104.69396
114002,186293,4213299,32.83751156,-96.94793225,32.809842,-96.778457,185628,118045,33.18431839,-96.6859291,33.169997,-96.690796
186619,151428,6061078,40.95193324,-80.89696045,41.483619,-81.593708,212372,117980,40.0402411,-80.74377673,40.075232,-80.733851
189025,85878,289145,43.64561774,-70.35010272,43.649521,-70.270121,85726,117846,44.02935552,-70.1001864,44.100126,-70.204664
111463,191242,3499722,29.77788392,-95.4797458,29.715277,-95.491289,190335,117781,29.78891188,-95.18464751,29.795038,-95.185259
205432,136032,202760153,37.25266801,-82.83516047,40.781545,-73.94959,109356,117721,33.5066055,-88.57230513,33.502988,-88.418227
156899,216011,130671,42.73222529,-87.81994059,42.71075,-87.811585,214231,117109,42.58262256,-87.85384597,42.574126,-87.835627
64922,105811,324354,44.96708946,-93.26520983,44.952841,-93.282121,106784,116852,44.94693941,-93.14678543,44.962419,-93.14013
205186,136032,201372066,37.25134608,-82.81920849,40.781545,-73.94959,74627,116337,42.53393571,-90.65102122,42.505102,-90.679896
32397,15244,3917167,33.99510182,-118.2671347,34.066842,-118.301495,16479,116148,34.14657693,-118.2524005,34.134872,-118.245629
117701,39933,168028,39.67426992,-75.69062405,39.639942,-75.691129,39759,116072,39.74681752,-75.56198767,39.741472,-75.564734
124287,136032,15374576,40.74430631,-73.91098106,40.781545,-73.94959,140263,115790,41.1200804,-74.04354033,41.113842,-74.061676
208759,136032,216987205,37.42074105,-83.36018146,40.781545,-73.94959,78095,115649,39.14346086,-96.66234815,39.196866,-96.583699
211536,136032,223433588,37.34870835,-83.57750257,40.781545,-73.94959,140369,115593,44.77579813,-74.88397267,44.661691,-74.973038
174751,43349,363052,30.49122576,-87.22562543,30.413172,-87.303784,48014,115522,30.4273444,-86.73037184,30.441906,-86.635214
137226,136032,16117145,40.75267324,-73.91340653,40.781545,-73.94959,124448,115242,40.84837514,-74.43827751,40.887458,-74.38257
200120,136032,137665301,39.58861395,-79.80225304,40.781545,-73.94959,82186,114831,36.98305818,-84.06671533,36.932105,-84.108002
39910,40333,862530,38.88481286,-77.04416627,38.929186,-77.039296,89622,114815,38.99431844,-76.99801842,38.990913,-76.982879
115052,60041,6205007,41.85255649,-87.80614951,41.997296,-87.65714,65281,114785,42.03217007,-88.28727004,42.028683,-88.271377
85351,7523,304532,32.23464587,-110.9016617,32.281281,-110.969885,7408,114747,32.15807227,-110.9649777,32.155453,-110.931136
166770,20819,158213,36.69097615,-121.635232,36.69049,-121.612817,20946,114312,36.61719192,-121.8614471,36.619896,-121.917644
195114,136032,125881611,39.76104146,-79.55545746,40.781545,-73.94959,149955,113259,40.73028241,-84.16265183,40.75123,-84.111032
94542,153826,265431,39.13272614,-84.47567429,39.128925,-84.516085,154027,113062,39.12633269,-84.59943763,39.143478,-84.608618
88305,40333,2132581,38.91333562,-77.04407757,38.929186,-77.039296,202180,112796,38.79395002,-77.26871131,38.791929,-77.298574
165460,193096,115122,30.08865869,-94.14216516,30.114801,-94.126838,193152,112564,29.94546608,-93.96401116,29.900648,-93.912951
189177,75218,186944,42.00149022,-91.65989684,41.979683,-91.649422,75030,112470,41.67553185,-91.55118409,41.66213,-91.534859
156018,146580,1114930,35.18532486,-80.82849629,35.1934,-80.721041,143757,112213,35.42796778,-80.61358301,35.490893,-80.592843
177228,210446,400764,47.68022578,-117.3535388,47.696823,-117.399187,59198,111683,47.72763436,-116.8413059,47.670887,-116.766425
90628,184114,961888,29.46163383,-98.56323494,29.436877,-98.519092,183759,111578,29.571601,-98.40845339,29.557681,-98.368945
104588,48794,528468,26.62395369,-80.10432797,26.643449,-80.141251,49101,111460,26.45119058,-80.10671098,26.450931,-80.07752
214811,136032,228907013,37.38415293,-83.7513623,40.781545,-73.94959,197290,111442,31.45405372,-100.4570578,31.467696,-100.477335
111273,54681,963072,33.83173518,-84.29075615,33.778138,-84.38445,55113,111437,34.039387,-84.25638681,34.026938,-84.326707
192261,1295,968332,33.49140894,-86.756375,33.497751,-86.883783,227,111136,33.68738223,-85.82721429,33.672246,-85.830135
56882,41798,320185,26.1771967,-80.23924261,26.15319,-80.206433,41549,111059,26.14296748,-80.14721056,26.148569,-80.148534
128502,77330,729601,38.98509512,-94.66441436,38.974747,-94.69811,111767,111021,39.06323819,-94.42190538,39.08464,-94.458165
114877,199070,174790,41.11585925,-112.0190656,41.143774,-112.031032,200503,110855,41.2180484,-111.9623087,41.216347,-111.954325
218574,136032,309083485,37.2750248,-91.30761929,40.781545,-73.94959,149363,110430,46.83482993,-100.8113941,46.82719,-100.801876
173923,94743,6674042,42.28258464,-71.23718153,42.336346,-71.081034,119827,110372,43.21446561,-70.90789876,43.209367,-70.883133
1817,128586,127920,40.85347307,-73.90670416,40.861137,-73.908248,128336,110083,40.83497875,-73.91550942,40.833217,-73.916724
93729,126371,314356,35.10782676,-106.5588611,35.063419,-106.502868,126622,109983,35.07378414,-106.7223334,35.048286,-106.720514
196658,136032,129797282,39.69161855,-79.60323284,40.781545,-73.94959,129630,109632,42.12621321,-76.89517844,42.077993,-76.808445
39835,30322,464005,37.32799881,-121.8402943,37.339847,-121.835968,30597,109108,37.30765601,-121.9516559,37.304858,-121.974041
17115,121759,167757,40.76266078,-74.17932244,40.770297,-74.187089,121792,109032,40.73321422,-74.22274809,40.737064,-74.248856
132369,127714,127562,42.66649975,-73.78136171,42.663943,-73.775812,139704,108802,42.74362989,-73.70128539,42.728316,-73.675332
88401,35430,156407,38.91010428,-104.7368517,38.906846,-104.771064,35501,108556,38.82761596,-104.7679087,38.834877,-104.751176
145991,169344,179807,41.39994021,-75.68456724,41.405117,-75.653577,170280,108520,41.25292712,-75.89033668,41.237412,-75.878553
26158,15244,2581709,33.99965212,-118.2753168,34.066842,-118.301495,16041,108228,34.01066815,-118.4170551,34.024917,-118.403366
72678,26637,1319993,32.71291561,-117.0955365,32.715551,-117.164636,27406,107993,32.79971075,-116.9480957,32.791404,-116.952449
115226,40333,3348009,38.92807716,-77.11547413,38.929186,-77.039296,203955,107443,38.76724995,-77.4803925,38.789652,-77.524688
101185,171995,2412866,39.99067211,-75.15491906,39.916569,-75.159038,166628,107397,40.1524696,-74.87283706,40.16607,-74.833626
80196,188989,254172,31.76459538,-106.3161778,31.787069,-106.280473,188649,106895,31.78376032,-106.4536055,31.818148,-106.448269
26107,136032,8381227,40.74058966,-73.92087185,40.781545,-73.94959,139922,106433,40.62392793,-74.13852212,40.632907,-74.122714
63104,163733,298357,45.52344904,-122.6357897,45.517476,-122.631465,164058,105636,45.51136331,-122.5095241,45.514808,-122.530171
175889,98150,611033,42.94377409,-85.677248,42.950064,-85.644016,101154,105574,42.80000967,-86.10042072,42.785888,-86.116342
113114,42956,171534,30.30846272,-81.71273588,30.256345,-81.777572,43116,105569,30.32436411,-81.59261657,30.355935,-81.604648
195636,136032,127763254,39.71429479,-79.55565619,40.781545,-73.94959,82079,105494,36.96363818,-86.44160688,36.982432,-86.457927
104671,54681,535110,33.78982097,-84.33495763,33.778138,-84.38445,55441,105141,33.90033412,-84.1972064,33.899026,-84.214815
60339,5388,525834,33.51535294,-112.1622762,33.47851,-112.172982,5455,104630,33.47820746,-112.0202302,33.463891,-112.023687
121225,82924,150857,30.46114882,-91.15138612,30.490622,-91.133219,83049,104374,30.42737904,-91.04033093,30.46856,-91.044318
19885,136032,8056440,40.73698388,-73.92344361,40.781545,-73.94959,142385,104198,40.92764713,-73.89537632,40.926233,-73.897404
23450,10472,226104,37.78744541,-122.2249601,37.784163,-122.230023,10693,103997,37.859208,-122.2688488,37.86692,-122.256172
200057,136032,137378026,39.59172852,-79.79997255,40.781545,-73.94959,212144,103957,37.25758078,-81.33941094,37.38084,-81.104053
121309,191242,3882392,29.77784355,-95.47038508,29.715277,-95.491289,190980,103719,29.55654002,-95.10250453,29.559542,-95.127762
87478,197010,192384,32.72594336,-97.09618178,32.722021,-97.054343,196559,103537,32.63412976,-97.1109319,32.649883,-97.12727
181828,85317,103526,30.43088666,-90.09266933,30.381292,-90.063428,85290,103446,30.29133238,-89.78424083,30.292509,-89.753015
204550,58858,184010,43.5963547,-111.942733,43.504497,-112.018916,58705,103109,42.96650008,-112.4265261,42.879719,-112.444935
200538,136032,141604517,39.56262955,-80.05228674,40.781545,-73.94959,66618,102833,39.84818832,-88.94449209,39.852731,-88.967536
133905,124745,503765,40.16039538,-74.11191099,40.096446,-74.212601,124878,102622,39.95501474,-74.18819958,39.957298,-74.145285
178948,180300,484697,35.07070085,-85.15890711,35.028626,-85.272175,57533,102437,34.7881701,-84.9435893,34.783521,-84.956425
192145,199870,2206041,40.67966591,-111.8924118,40.661939,-112.019386,199002,102151,41.73075953,-111.8340588,41.748525,-111.816184
171128,51022,378894,27.27095435,-80.31044802,27.309364,-80.341438,44754,102144,27.61394707,-80.41073441,27.615679,-80.40966
151985,51022,187005,27.2896181,-80.35574174,27.309364,-80.341438,46190,102140,27.17016973,-80.23625873,27.150554,-80.232038
136105,175751,247746,32.96320063,-80.08604997,33.008973,-80.063428,175874,101811,32.80809107,-80.00114205,32.817362,-80.027298
154121,137418,107810,41.50446174,-73.9993539,41.495463,-74.015165,130219,101787,41.67361767,-73.91046916,41.699605,-73.912757
164836,54681,4351237,33.85889039,-84.31477494,33.778138,-84.38445,53674,101441,33.39070751,-84.67191625,33.389349,-84.723991
187406,136032,54379500,40.50219989,-74.42798791,40.781545,-73.94959,90936,101403,42.51510707,-73.20181137,42.454965,-73.263374
120796,136032,15160848,40.7458841,-73.91166928,40.781545,-73.94959,123991,101151,40.42596803,-74.18193053,40.422656,-74.168435
166970,30322,6367405,37.62900074,-122.1283187,37.339847,-121.835968,31101,101100,37.06730654,-121.6088601,37.024133,-121.584088
141805,170026,372166,40.60983825,-75.45188191,40.615696,-75.473016,171556,101065,40.69227932,-75.2179618,40.688063,-75.218319
200058,136032,137481983,39.58996355,-79.80113659,40.781545,-73.94959,212517,100948,37.83537446,-81.17447113,37.783733,-81.172601
107050,54681,689470,33.80643683,-84.31015463,33.778138,-84.38445,54961,100714,33.94687919,-84.32032966,33.994774,-84.34204
155258,160482,795230,35.49134091,-97.54124353,35.477323,-97.540796,159440,100544,35.217706,-97.45045458,35.207019,-97.416111
103962,207675,1134922,47.68061762,-122.3022644,47.619879,-122.324197,208430,100524,47.40956735,-122.1946862,47.376421,-122.19317
119526,146580,265101,35.21132434,-80.78456922,35.1934,-80.721041,146914,100514,35.07558999,-80.84749047,35.082999,-80.865431
188358,180800,778668,35.94562813,-83.98942499,36.000455,-83.937753,180248,100496,36.17479464,-83.34208215,36.208787,-83.282599
196889,9542,651324,34.81643562,-92.3242005,34.739313,-92.321319,8846,100263,34.51133296,-93.07024817,34.500889,-93.054103
153532,24150,225569,33.71612072,-116.2722483,33.669155,-116.188533,24026,100261,33.81943888,-116.4902556,33.811822,-116.463056
137042,94743,2261579,42.36842449,-71.0936095,42.336346,-71.081034,94280,100046,42.0872134,-71.02227451,42.083581,-71.029355
82698,152712,306183,40.0102166,-82.97971412,39.996105,-83.013226,152816,100017,39.94045432,-83.09411097,39.947775,-83.072709
192945,204794,258340,38.07509684,-78.65297294,38.038136,-78.49969,205176,99875,38.42697549,-78.85359377,38.43642,-78.869875
7671,138118,111690,40.69075387,-73.82712222,40.690978,-73.832729,138645,99839,40.71147273,-73.80411351,40.709597,-73.789918
149234,39244,714523,41.26382257,-73.04860896,41.310343,-72.932254,38927,99652,41.50624725,-72.80901405,41.541543,-72.809533
187886,166454,121896,40.47741846,-78.43932544,40.517806,-78.408506,167063,99581,40.31635136,-78.88480833,40.294373,-78.911054
4777,138650,482694,40.74398351,-73.87730478,40.746679,-73.871087,138046,99559,40.76239022,-73.92078865,40.764214,-73.926712
37124,30322,308324,37.34095933,-121.8422949,37.339847,-121.835968,30223,99291,37.26931142,-121.8249747,37.277335,-121.846669
87085,60041,4319351,41.87497476,-87.72925838,41.997296,-87.65714,64125,99187,41.89827461,-88.08011321,41.926455,-88.069658
196739,77330,2158255,39.02858301,-94.71183329,38.974747,-94.69811,110452,99001,39.77596348,-94.82524703,39.774204,-94.850858
157868,94743,3322317,42.39595615,-71.12441244,42.336346,-71.081034,119396,98995,42.75099613,-71.47467794,42.755292,-71.469484
