a,b,c,d,e,f,g,h,i,j,k,l,m
151821,108503,106398,30.4011999,-89.00766451,30.399159,-88.978836,108888,23875,30.41890169,-88.80088593,30.408299,-88.814167
182081,5388,3964707,33.47858608,-112.016467,33.47851,-112.172982,7746,23874,33.03848942,-111.3685961,33.029151,-111.373435
212531,136032,225075546,37.35905745,-83.61445299,40.781545,-73.94959,8711,23872,33.62535437,-91.90457753,33.624501,-91.782253
192148,136032,112140264,39.90338185,-79.20236049,40.781545,-73.94959,70767,23858,40.88591506,-85.50744873,40.884953,-85.493518
21357,219631,184933,18.42372652,-66.04456115,18.449196,-66.040989,219900,23829,18.37394968,-66.02981455,18.373451,-66.036583
17304,15096,140485,34.03669522,-118.1903269,34.043165,-118.206184,18027,23824,34.02084501,-118.1464803,34.012523,-118.140976
153578,136032,25172740,40.6301458,-74.12193575,40.781545,-73.94959,166740,23822,40.36533399,-75.29079622,40.370346,-75.285281
198654,136032,133714886,39.63824743,-79.69192006,40.781545,-73.94959,96216,23797,41.94455808,-84.98393801,41.938798,-85.008846
202031,182134,1261275,35.11280731,-89.89457532,35.061888,-89.928766,181027,23789,35.7761457,-89.51019647,35.730446,-89.530784
135524,218667,26579,18.45511405,-66.28195915,18.434476,-66.291565,220211,23786,18.40847577,-66.31268538,18.416349,-66.318367
135952,115920,648631,41.24179948,-96.03143344,41.258042,-95.970613,116915,23784,41.12033553,-95.96205662,41.109957,-95.959641
88059,4460,63655,33.61105415,-112.3396187,33.600765,-112.320326,4507,23783,33.62851569,-112.4122454,33.631541,-112.430478
30479,33331,123627,34.17905982,-119.179171,34.170416,-119.189256,33045,23764,34.217644,-119.1910222,34.214216,-119.189902
101584,105811,896634,44.95990109,-93.21895342,44.952841,-93.282121,104614,23755,44.88690734,-93.05147909,44.891412,-93.037164
15971,136032,7695555,40.73698749,-73.92665706,40.781545,-73.94959,139550,23745,40.74353167,-73.75487245,40.746054,-73.750804
193850,136032,121508525,39.84553743,-79.40515623,40.781545,-73.94959,73192,23734,38.7109971,-85.78527406,38.694603,-85.777497
135897,215668,140793,44.24336256,-88.41722688,44.269108,-88.410818,215743,23727,44.27829573,-88.28976645,44.262681,-88.285532
108155,80461,432130,38.21366686,-85.72392114,38.228209,-85.758344,80731,23711,38.16693329,-85.68359347,38.167931,-85.668679
190790,136032,92988772,40.8365972,-78.58771634,40.781545,-73.94959,99795,23709,43.14978306,-85.25865212,43.183016,-85.258975
126780,51022,106561,27.2844417,-80.36940583,27.309364,-80.341438,51014,23697,27.28368741,-80.28626455,27.271178,-80.274829
205126,136032,201188706,37.25355625,-82.8141627,40.781545,-73.94959,146016,23680,36.36059584,-77.04040802,36.2961,-76.981761
26527,201378,34203,38.8908106,-77.08340271,38.888506,-77.086218,201353,23678,38.87925115,-77.10921768,38.882054,-77.105395
103497,71733,106176,39.81030446,-86.26283556,39.833888,-86.272868,71983,23670,39.78157274,-86.2101825,39.77835,-86.20981
209367,136032,219566068,37.36097875,-83.47642442,40.781545,-73.94959,109517,23667,32.77871445,-89.11798652,32.762622,-89.106507
127590,32270,294049,37.65073535,-120.9876518,37.680202,-120.93715,32197,23642,37.72655723,-120.9437003,37.719123,-120.952161
141838,88360,98426,39.51789802,-76.33041223,39.547852,-76.344792,88278,23629,39.42787164,-76.30393812,39.42139,-76.322163
215100,136032,296101169,37.40286524,-91.22893694,40.781545,-73.94959,159172,23627,35.37186666,-99.44452406,35.414783,-99.429928
86016,199870,714733,40.66297448,-111.9188039,40.661939,-112.019386,199375,23622,40.74945197,-111.9276703,40.75456,-111.936927
116654,19948,135487,34.68785167,-118.1364639,34.678746,-118.082527,20008,23616,34.64215178,-118.225633,34.654624,-118.231425
110409,171995,2692469,39.99375334,-75.14039185,39.916569,-75.159038,122475,23608,39.84690979,-75.14502219,39.836989,-75.149029
215143,136032,296251235,37.40449052,-91.2311898,40.781545,-73.94959,178976,23608,42.86792065,-97.39986585,42.881223,-97.391081
15407,121792,38158,40.73063717,-74.24063331,40.737064,-74.248856,122020,23606,40.7382385,-74.21556785,40.737325,-74.220492
70621,84608,272742,29.94382488,-90.06762311,29.927681,-90.07095,83608,23606,29.8693795,-90.03861677,29.873633,-90.032599
75724,118004,1367725,36.15255838,-115.1594976,36.205145,-115.108802,118425,23602,36.04474707,-115.2911286,36.057748,-115.28315
7822,40333,63853,38.92647968,-77.03615025,38.929186,-77.039296,40401,23599,38.90831314,-77.03240968,38.906336,-77.028496
190585,49885,16535713,27.57214591,-81.28157805,27.783201,-82.632914,40928,23598,30.00275629,-82.13301179,29.929944,-82.087735
205947,136032,203827324,37.2421462,-82.85584465,40.781545,-73.94959,9294,23591,35.93423331,-89.91477721,35.934151,-89.890101
38037,123145,62501,40.21183596,-74.74331463,40.20698,-74.748157,123171,23567,40.23106348,-74.77186376,40.238436,-74.784188
185950,148591,7298291,35.48245602,-80.47461405,35.786011,-78.680179,148017,23556,36.35412822,-79.68386044,36.368018,-79.682593
135208,157988,329978,41.09001257,-81.50849354,41.042918,-81.496003,157188,23550,41.15072564,-81.34591501,41.149022,-81.340872
140737,144490,165456,35.04710459,-78.97127412,35.011875,-78.996962,144442,23548,35.12865795,-78.89097074,35.114385,-78.895333
201949,136032,160708282,38.27628688,-80.21484248,40.781545,-73.94959,57489,23528,31.62422218,-81.89652103,31.59351,-81.876819
48975,90225,519552,39.31695888,-76.6254824,39.311695,-76.642179,87648,23523,39.38286221,-76.56736136,39.388249,-76.568675
76678,136032,12560528,40.74076971,-73.93087626,40.781545,-73.94959,123464,23512,40.58114632,-74.34026202,40.570138,-74.342217
203872,136032,190142629,37.29795172,-82.26384156,40.781545,-73.94959,52408,23504,32.35642483,-83.38895303,32.385679,-83.339809
17485,10472,51243,37.78510139,-122.2205136,37.784163,-122.230023,10439,23499,37.79879022,-122.2476982,37.797759,-122.247894
161131,114550,2036796,38.65268468,-90.34347212,38.576267,-90.236495,113233,23499,38.8296335,-90.880236,38.834364,-90.874477
203656,136032,189624042,37.29589705,-82.25811911,40.781545,-73.94959,140815,23497,42.30626447,-77.6871545,42.323056,-77.647324
184372,152712,1610430,40.00894085,-82.93578225,39.996105,-83.013226,158678,23493,40.2381101,-83.37215847,40.230053,-83.387781
150773,144490,225117,35.04970863,-78.960179,35.011875,-78.996962,144529,23482,35.15318717,-78.99188659,35.142307,-79.012873
107653,205347,82273,37.04993347,-76.4475175,37.031303,-76.454332,204628,23479,37.09728121,-76.43386289,37.105156,-76.410338
21133,139828,29444,40.61678048,-74.0800135,40.612938,-74.082884,139803,23478,40.63913067,-74.08327661,40.639193,-74.084961
101828,26849,230300,32.94908088,-117.1058448,32.915734,-117.139221,27541,23463,33.01769371,-117.1144127,33.025154,-117.119314
44425,29469,84177,37.55768345,-122.3112704,37.569581,-122.329684,29541,23461,37.55486232,-122.2611839,37.560466,-122.262777
190683,118727,475180,39.48171518,-119.787775,39.541174,-119.784601,118479,23456,38.91860402,-119.7343694,38.884535,-119.732947
177045,136032,47013130,40.63921169,-74.22261298,40.781545,-73.94959,95176,23445,42.57132408,-71.98049966,42.572933,-71.997959
134856,115470,72681,45.77854139,-108.5558032,45.780303,-108.532948,115454,23441,45.82448856,-108.4784313,45.818944,-108.479954
198338,136032,132648761,39.67608546,-79.6839002,40.781545,-73.94959,176263,23440,34.40930747,-79.37093869,34.418361,-79.356363
39636,191242,348734,29.69837466,-95.52503095,29.715277,-95.491289,191563,23437,29.70344589,-95.60390512,29.709987,-95.609861
123070,163733,1606064,45.5217641,-122.6615307,45.517476,-122.631465,162281,23429,45.33707796,-122.5997584,45.344189,-122.590322
109288,185628,90257,33.18094296,-96.69925935,33.169997,-96.690796,185695,23427,33.19848642,-96.62903115,33.188569,-96.604327
136589,136032,16005497,40.75019912,-73.9127632,40.781545,-73.94959,140315,23416,41.10325325,-73.93124869,41.091448,-73.923719
61810,188989,154639,31.77191155,-106.2939477,31.787069,-106.280473,188873,23411,31.75344614,-106.3592714,31.75968,-106.359855
162125,41088,388170,28.1503123,-80.66948726,28.067995,-80.626981,41192,23408,28.35655693,-80.60821897,28.399359,-80.600405
41600,15244,8113501,33.98527361,-118.2175953,34.066842,-118.301495,22790,23399,33.71552712,-117.989621,33.710924,-117.993637
157654,20946,90920,36.60149193,-121.8797579,36.619896,-121.917644,21003,23392,36.67821464,-121.7902767,36.680248,-121.800239
171502,54681,4629918,33.84965243,-84.31800866,33.778138,-84.38445,52559,23385,33.74141256,-84.924511,33.721373,-84.924511
164078,12886,25881,36.59857682,-119.4428417,36.59889,-119.436618,32622,23377,36.54590295,-119.3908587,36.533471,-119.384384
136864,58211,25148,21.45769519,-158.1908275,21.438665,-158.182643,58325,23371,21.40014488,-158.1568626,21.388645,-158.135484
100132,51146,47868,27.34056556,-82.52288736,27.340186,-82.547119,51233,23353,27.30335497,-82.47806493,27.303827,-82.462685
112078,65281,77994,42.04108041,-88.27444786,42.028683,-88.271377,65303,23343,41.99782269,-88.31654919,42.014742,-88.325322
156837,118727,345349,39.53376429,-119.7821834,39.541174,-119.784601,118813,23331,39.63398745,-119.8771777,39.623606,-119.886013
94332,48652,25321,26.79296806,-80.06772547,26.787565,-80.083236,48618,23319,26.8239254,-80.08608032,26.827126,-80.083853
107655,11242,50393,37.73878565,-121.9368861,37.713809,-121.93607,11941,23317,37.78692418,-121.9793597,37.78787,-121.975009
169515,10149,270147,36.21586199,-94.16605496,36.193099,-94.151812,8283,23306,36.46326837,-94.23464174,36.455415,-94.22825
136831,60041,7262592,41.84537669,-87.83545261,41.997296,-87.65714,71420,23304,41.47520741,-87.40164724,41.469803,-87.407302
167600,60041,10422596,42.03798066,-87.87460903,41.997296,-87.65714,64892,23298,41.43180036,-88.25480122,41.418427,-88.26456
150994,181782,69573,35.86252847,-86.37500385,35.869312,-86.365713,181753,23294,35.83655631,-86.45420706,35.829426,-86.452077
179359,153826,2710306,39.39127159,-84.35957831,39.128925,-84.516085,150381,23294,39.50827488,-84.74284219,39.512393,-84.73334
143009,151428,1380903,41.46665002,-81.67125322,41.483619,-81.593708,154996,23287,41.71659049,-81.2567204,41.727272,-81.246302
71487,55441,40100,33.89645749,-84.21400892,33.899026,-84.214815,55432,23271,33.90664047,-84.16366094,33.89943,-84.155783
197586,84630,145101,32.51891944,-92.11933243,32.54469,-92.121216,84073,23271,32.77622189,-91.90732726,32.788748,-91.917372
121331,65833,129714,42.35690089,-87.85800536,42.37162,-87.842656,65681,23269,42.44217657,-87.83660761,42.45713,-87.849659
176991,148591,1366920,35.83262365,-78.7415143,35.786011,-78.680179,146223,23239,35.53349147,-78.32268322,35.50606,-78.347072
123615,104728,110667,44.75347624,-93.22568239,44.800431,-93.246107,104795,23233,44.73722025,-93.15301541,44.744707,-93.142982
142893,40333,6245713,39.02765315,-76.9865723,38.929186,-77.039296,203991,23227,38.81791036,-77.62254478,38.814083,-77.61769
146396,174153,147059,39.96769165,-76.7337385,39.955493,-76.722273,174392,23224,39.90750913,-76.63009649,39.900149,-76.642268
112136,75654,160546,41.61185405,-93.65927484,41.602176,-93.665335,75846,23214,41.57838338,-93.76525073,41.56729,-93.76594
183073,199870,2114422,40.67096072,-111.8967346,40.661939,-112.019386,200001,23206,40.70860307,-111.5373708,40.664651,-111.495393
60971,114661,34106,38.67305846,-90.24079925,38.678018,-90.243918,114389,23204,38.65768549,-90.29031741,38.65127,-90.298514
214260,15244,55696478,37.30291168,-118.8831031,34.066842,-118.301495,4070,23197,31.37019762,-109.5550511,31.34971,-109.547712
53632,25088,223504,38.49059505,-121.4275957,38.461221,-121.386811,24325,23193,38.57290436,-121.4809443,38.574495,-121.473089
61981,15244,10168253,33.97045095,-118.181696,34.066842,-118.301495,17103,23192,34.00044042,-117.966767,33.999244,-117.958154
83161,185356,110199,25.91700703,-97.47231738,25.896674,-97.452156,185407,23188,25.96804938,-97.48516148,25.958537,-97.477969
193782,136032,121419686,39.84637876,-79.40505336,40.781545,-73.94959,147634,23183,36.3866905,-78.97477023,36.394455,-78.995728
201333,59474,51358,39.93119349,-91.37776601,39.946743,-91.407496,112549,23174,39.70225125,-91.39006258,39.705902,-91.374778
120333,58858,36672,43.49151707,-112.0160113,43.504497,-112.018916,58842,23122,43.49406809,-111.9606334,43.513834,-111.965451
165250,153826,2307906,39.35276229,-84.38415629,39.128925,-84.516085,158777,23106,39.4398872,-84.2056911,39.441592,-84.188496
179889,153826,2735020,39.39208858,-84.3629737,39.128925,-84.516085,156346,23093,40.14902802,-84.25246092,40.141096,-84.241462
18356,18342,26565,33.90441306,-118.2264648,33.908604,-118.230573,18305,23090,33.91127751,-118.2089714,33.915123,-118.211076
199342,136032,135865891,39.60004081,-79.75197967,40.781545,-73.94959,72539,23082,40.03411853,-86.90533963,40.032866,-86.900689
151433,136032,24823521,40.63053477,-74.121965,40.781545,-73.94959,125599,23057,40.50997361,-74.65973499,40.501102,-74.662657
198594,136032,133600720,39.63810757,-79.69000153,40.781545,-73.94959,73287,23057,41.6653421,-85.00450427,41.645292,-84.988769
61755,60041,3306524,41.87423655,-87.70342857,41.997296,-87.65714,61312,23042,41.70279228,-87.53536291,41.706417,-87.538067
198339,136032,132672201,39.67515495,-79.6838449,40.781545,-73.94959,177382,23037,34.18960212,-79.3201692,34.173899,-79.399002
187843,79703,534508,38.01203887,-84.52898448,38.03031,-84.502213,81426,23031,37.59316427,-84.2866937,37.563167,-84.277876
116209,40333,3457675,38.92313014,-77.12699143,38.929186,-77.039296,89532,23012,38.89512448,-76.82447808,38.900697,-76.814539
132660,186293,4940296,32.85162451,-96.93436953,32.809842,-96.778457,196811,22999,32.95095138,-97.0909965,32.948763,-97.102267
147167,60041,8257399,41.86611641,-87.84851815,41.997296,-87.65714,65592,22993,41.69301924,-88.4140764,41.700869,-88.419982
176288,72105,1589363,39.82458417,-86.11663843,39.772231,-86.092943,70534,22988,39.79489866,-85.76781459,39.781804,-85.766787
45763,133797,92282,43.16740396,-77.59135216,43.177652,-77.568268,133641,22987,43.18134021,-77.64129142,43.183409,-77.636463
151501,73480,142136,37.98303212,-87.53661382,37.959229,-87.5407,73801,22983,37.96696345,-87.39134362,37.964623,-87.391139
177297,189788,38617,33.64456378,-96.61277433,33.643721,-96.590415,189751,22978,33.74948186,-96.55379562,33.741157,-96.550619
87414,190335,81652,29.79478661,-95.17482896,29.795038,-95.185259,190357,22972,29.77031717,-95.2326115,29.76144,-95.240661
90412,102693,1640810,42.39152677,-83.11934812,42.420664,-83.157255,102789,22972,42.42852246,-83.29831612,42.42387,-83.280303
104919,152712,696715,39.99315396,-82.97861487,39.996105,-83.013226,153056,22941,40.12874679,-82.99345079,40.132122,-82.995739
211015,210446,627634,47.71121549,-117.2522309,47.696823,-117.399187,58809,22938,48.26419431,-116.5588921,48.279624,-116.57204
135949,115920,623845,41.24548962,-96.03613858,41.258042,-95.970613,116933,22932,41.14785455,-95.91033883,41.127985,-95.901451
171164,34616,2696510,39.75068811,-104.9768189,39.694929,-105.020282,36992,22925,40.12341704,-104.939579,40.149093,-104.932042
109324,55113,41135,34.01834575,-84.30497421,34.026938,-84.326707,55164,22923,34.03836784,-84.25797704,34.043488,-84.245857
195931,195740,390091,32.39650895,-95.07801177,32.336418,-95.307173,195577,22910,32.15758822,-94.80757443,32.131159,-94.804663
145067,60041,8121543,41.86641245,-87.84622214,41.997296,-87.65714,65973,22900,42.18748588,-88.08558475,42.18383,-88.065272
140300,48362,1252334,28.59553959,-81.35140534,28.48217,-81.404735,48394,22893,28.56300659,-81.58759517,28.564982,-81.597922
156467,219631,2299772,18.35032927,-66.13572276,18.449196,-66.040989,217852,22882,18.13650445,-66.27243636,18.134701,-66.255213
209992,136032,220661567,37.35380273,-83.500785,40.781545,-73.94959,113039,22872,39.41130757,-92.44581062,39.415688,-92.449876
199014,136032,135067335,39.59419415,-79.71692147,40.781545,-73.94959,148209,22865,35.00210559,-78.33244436,35.001567,-78.334027
143686,174688,637299,41.80680897,-71.42737779,41.798319,-71.42055,91179,22848,41.93419691,-71.28500501,41.941046,-71.278468
12107,15577,117211,34.00160952,-118.2698262,33.998108,-118.270737,15526,22831,34.02117364,-118.2595878,34.021812,-118.25748
155623,105811,2395181,44.95808897,-93.24374329,44.952841,-93.282121,104393,22824,44.81273187,-93.60492742,44.808532,-93.625282
173801,39642,91042,39.13367935,-75.53526824,39.16709,-75.525228,39631,22821,39.27906303,-75.60707048,39.286715,-75.615808
152675,169554,197028,40.04866292,-76.32388454,40.035906,-76.312158,169686,22818,40.15754536,-76.29908514,40.160694,-76.303378
133132,157685,151696,40.81133859,-81.42651656,40.815965,-81.387081,157763,22816,40.8918793,-81.40059179,40.916806,-81.396715
137568,98150,367013,42.930608,-85.6641754,42.950064,-85.644016,101081,22811,42.9063144,-85.8304984,42.896032,-85.838108
133276,171995,4184160,39.97917757,-75.15697384,39.916569,-75.159038,166843,22806,40.21171856,-74.94785245,40.220091,-74.952732
34996,186293,57445,32.80387785,-96.77900305,32.809842,-96.778457,186255,22785,32.81634405,-96.81777501,32.814999,-96.819833
59093,5388,492338,33.5112666,-112.1654742,33.47851,-112.172982,5040,22745,33.58652321,-112.0974069,33.578293,-112.088472
114442,109372,27593,32.40336676,-90.11735677,32.409879,-90.127837,108637,22722,32.36528209,-90.16449743,32.363405,-90.163376
193890,112094,130682,37.10654191,-94.47177358,37.072882,-94.525957,112684,22708,36.86874943,-94.35859306,36.862277,-94.360218
