a,b,c,d,e,f,g,h,pop,j,k,l,m
1154,124968,4031821,25.875,89.23545852,25.875,89.375,125526,1849598,25.625,89.25287657,25.625,89.375
1165,155064,2705107,9.125,38.73452099,9.125,38.625,155465,1840303,8.875,38.74660294,8.875,38.625
1175,86174,6332896,41.84035661,123.3744951,41.875,123.375,86176,1202157,41.875,123.875,41.875,123.875
1184,122668,7743903,26.78386492,80.93346771,26.875,80.875,123803,3911252,26.375,80.34108023,26.375,80.375
1193,104977,6521150,34.0220634,71.68517298,34.125,71.625,104405,1805389,34.375,71.99981424,34.375,71.875
1200,151933,4051092,11.24703142,75.98578858,11.125,75.875,152324,2617514,10.875,76.13586231,10.875,76.125
1218,125509,205306881,25.95130236,84.69840509,25.625,85.125,122668,14092678,26.63414069,80.72804129,26.875,80.875
1244,91061,3681241,39.875,32.79269236,39.875,32.625,90435,1062375,40.125,32.875,40.125,32.875
1249,125509,227011007,26.02412901,84.3377253,25.625,85.125,129247,177192240,23.56993652,89.45427952,23.875,90.375
1275,125509,412256007,24.95080786,86.61433861,25.625,85.125,124968,8830420,25.75706566,89.14539725,25.875,89.375
1297,109609,2705496,32.125,34.91145912,32.125,34.875,110237,1782304,31.875,35.01324465,31.875,35.125
1298,177333,56365738,-6.463778617,107.0096483,-6.125,106.875,178430,1915758,-6.875,108.5297457,-6.875,108.625
1300,177333,58917460,-6.478890124,107.071115,-6.125,106.875,178070,1095390,-6.625,108.375,-6.625,108.375
1312,151933,6668606,11.10100428,76.04469446,11.125,75.875,152724,1783805,10.625,76.23271006,10.625,76.125
1313,151933,8452411,11.00054788,76.08437346,11.125,75.875,152327,2708813,10.875,76.87842096,10.875,76.875
1317,111674,26158812,31.69190368,74.33516452,31.375,74.375,108528,2784341,32.625,74.39790425,32.625,74.625
1321,105985,2095421,33.625,36.31521094,33.625,36.375,106559,1244190,33.375,36.375,33.375,36.375
1324,135066,17042763,20.98901354,105.9947742,21.125,105.875,136562,1758935,20.375,106.252193,20.375,106.375
1328,129744,3743053,23.625,86.89826383,23.625,86.875,129742,1914752,23.625,86.26399894,23.625,86.375
1329,129744,5657805,23.625,86.68361169,23.625,86.875,129231,1354562,23.875,86.375,23.875,86.375
1350,109945,9151163,32.07655384,118.8316947,32.125,118.875,109947,1032660,32.125,119.375,32.125,119.375
1367,112517,81157101,31.07888347,120.8686467,31.125,121.375,109945,10183823,32.08146637,118.8867869,32.125,118.875
1368,112517,91340924,31.19066389,120.6476843,31.125,121.375,109326,1128413,32.375,119.375,32.375,119.375
1402,177333,66648788,-6.539789467,107.1859391,-6.125,106.875,178810,2514217,-7.125,109.1333928,-7.125,109.125
1409,209188,1665900,-30.125,-51.125,-30.125,-51.125,208906,1244045,-29.875,-51.125,-29.875,-51.125
1432,112517,94754985,31.23209751,120.6128321,31.125,121.375,109953,1090415,32.125,120.875,32.125,120.875
1435,125509,439641929,24.99236972,86.71062691,25.625,85.125,132341,7714173,22.37453346,91.89342527,22.375,91.875
1440,161749,2010050,4.625,7.244023407,4.625,7.125,161409,1948724,4.875,7.019134187,4.875,7.125
1446,118570,79398362,28.64732732,77.80339807,28.625,77.125,116171,1675401,29.625,77.75000201,29.625,77.875
1447,118570,81073763,28.66753107,77.80229463,28.625,77.125,115558,2722552,29.875,77.65180638,29.875,77.625
1465,177333,70481122,-6.566934225,107.2935181,-6.125,106.875,179183,1654675,-7.375,109.2471636,-7.375,109.125
1477,111674,32389073,31.836324,74.33824204,31.375,74.375,111669,7994167,31.35710927,73.13852114,31.375,73.125
1482,161643,8335219,4.453377575,-74.15765769,4.625,-74.125,162640,1269018,3.875,-74.375,3.875,-74.375
1487,103360,8722738,34.81582254,113.597309,34.875,113.625,102760,1007992,35.125,113.125,35.125,113.125
1491,159597,9881446,5.879596519,7.042937592,6.125,6.875,160700,1652088,5.375,7.265535795,5.375,7.375
1492,159597,11533534,5.807317037,7.074823033,6.125,6.875,161065,3024236,5.125,7.577780884,5.125,7.375
1494,159597,15058385,5.655912213,7.194124677,6.125,6.875,161749,4922208,4.746876453,7.128559734,4.625,7.125
1510,114752,62468170,30.59647832,31.09577085,30.125,31.375,116599,5410685,29.28326577,30.93153452,29.375,30.875
1541,177333,75907602,-6.615936751,107.4408735,-6.125,106.875,178815,2980157,-7.125,110.3730689,-7.125,110.375
1545,177333,81018165,-6.654621919,107.6200368,-6.125,106.875,179557,7758233,-7.711967548,110.5489411,-7.625,110.875
1552,177333,92474588,-6.776889011,107.9713091,-6.125,106.875,178439,1762654,-6.875,110.7659005,-6.875,110.875
1556,118570,92156563,28.7003389,77.87722506,28.625,77.125,122080,8887214,27.21959911,78.10405415,27.125,78.125
1575,132266,2339912,22.375,73.03690139,22.375,73.125,131746,1627352,22.625,72.98220591,22.625,72.875
1576,130713,9249156,23.02827817,72.62236581,23.125,72.625,132266,3967264,22.47754876,73.01446557,22.375,73.125
1582,91332,26603562,39.89452129,116.3931952,39.875,116.375,93173,12614309,39.0884713,117.2411764,39.125,117.125
1614,125509,454482042,24.96131426,86.79303628,25.625,85.125,131816,1601358,22.625,90.48688332,22.625,90.375
1641,204770,11251648,-26.20380779,28.05644555,-26.125,28.125,204177,1602658,-25.625,28.22828186,-25.625,28.125
1655,90947,1744339,39.875,-75.20553968,39.875,-75.125,90319,1669559,40.125,-75.04154084,40.125,-75.125
1659,153919,1767531,9.875,76.44263813,9.875,76.375,154316,1687981,9.625,76.49542138,9.625,76.375
1660,153919,3455512,9.752877649,76.46842219,9.875,76.375,153528,1144482,10.125,76.375,10.125,76.375
1686,125509,464165132,24.93242695,86.82304319,25.625,85.125,129744,9172394,23.70496492,86.65940462,23.625,86.875
1738,95851,2084018,37.875,23.70741424,37.875,23.625,95244,1534243,38.125,23.75159191,38.125,23.875
1750,103360,12825463,34.81100007,113.5297693,34.875,113.625,105099,1648056,34.125,113.7837032,34.125,113.875
1756,103360,15612584,34.68853698,113.5690741,34.875,113.625,102163,2246770,35.375,113.8795385,35.375,113.875
1759,143948,1926331,16.375,80.48331563,16.375,80.375,143524,1319639,16.625,80.625,16.625,80.625
1774,121918,1997988,27.125,31.20979405,27.125,31.125,122492,1379131,26.875,31.375,26.875,31.375
1775,155913,1853414,8.625,76.95654222,8.625,76.875,155514,1744769,8.875,76.73100314,8.875,76.625
1791,125509,479822792,24.89216909,86.81624757,25.625,85.125,127145,6171130,24.79532983,91.93921741,24.875,91.875
1808,57041,2478351,51.375,6.889604771,51.375,6.875,57800,1525875,51.125,6.976600393,51.125,6.875
1811,57041,4575026,51.29161933,6.97917979,51.375,6.875,58552,1500165,50.875,7.005971426,50.875,7.125
1820,154939,1745456,9.125,7.264922175,9.125,7.375,155340,1565800,8.875,7.2870547,8.875,7.375
1833,125509,488574540,24.88932703,86.90277443,25.625,85.125,118570,123711044,28.462102,78.05242798,28.625,77.125
1867,78941,2547586,44.375,26.34782869,44.375,26.125,79674,1703711,44.125,26.68981557,44.125,26.625
1870,78941,5231538,44.27535158,26.5215115,44.375,26.125,79677,3256701,44.23957039,27.33385015,44.125,27.375
1888,103360,19641476,34.76898004,113.5465911,34.875,113.625,103939,2750185,34.625,112.3919767,34.625,112.375
1925,153919,5599137,9.895344385,76.43008255,9.875,76.375,154712,1484891,9.375,76.52031033,9.375,76.625
1928,147896,1587322,13.875,44.04136621,13.875,44.125,148275,1499042,13.625,44.02652544,13.625,44.125
1952,201534,23862907,-23.55930908,-46.6174094,-23.625,-46.625,200512,2051254,-22.875,-47.17050765,-22.875,-47.125
1962,177333,100494991,-6.79869312,108.1524626,-6.125,106.875,179197,20401871,-7.635470596,112.470967,-7.375,112.625
1999,112990,2010402,30.875,75.98030531,30.875,75.875,113645,1462441,30.625,75.97307968,30.625,75.875
2007,121918,3377119,27.02290625,31.27726003,27.125,31.125,121345,1532949,27.375,30.95620035,27.375,30.875
2013,155913,3598183,8.746225699,76.84717769,8.625,76.875,156325,1703832,8.375,77.22398614,8.375,77.125
2019,155913,5619093,8.612714165,76.96300424,8.625,76.875,155114,1039656,9.125,76.625,9.125,76.625
2021,153919,7084028,9.786274419,76.4489953,9.875,76.375,155913,7017665,8.714809182,76.9084285,8.625,76.875
2033,54076,1544079,52.375,-1.949385928,52.375,-1.875,53357,1495180,52.625,-1.996620474,52.625,-1.875
2059,143099,2323582,16.875,81.90155383,16.875,81.875,143528,1399314,16.625,81.7460118,16.625,81.625
2061,54128,1566926,52.375,13.49567194,52.375,13.375,53408,1561267,52.625,13.30212761,52.625,13.375
2069,138858,26848546,19.17838471,72.96239181,19.125,72.875,139830,7998236,18.53583128,73.89752884,18.625,73.875
2093,107586,2413663,32.875,-96.85418527,32.875,-96.875,106988,1388324,33.125,-96.75253903,33.125,-96.875
2130,95607,1649028,37.875,-122.2825286,37.875,-122.375,96223,1382648,37.625,-122.2650912,37.625,-122.375
2141,51226,1533370,53.375,-2.221819098,53.375,-2.125,50523,1371339,53.625,-2.259873653,53.625,-2.375
2144,158848,16474590,6.593440262,3.317481239,6.625,3.375,159217,2355731,6.375,2.418346099,6.375,2.375
2151,121918,4910068,27.13283177,31.17702352,27.125,31.125,120769,1007708,27.625,30.875,27.625,30.875
2156,106344,2229425,33.375,-111.8940829,33.375,-111.875,105773,1530411,33.625,-112.1925335,33.625,-112.125
2172,51226,2904709,53.49302723,-2.239784992,53.375,-2.125,51223,1399803,53.375,-2.781752057,53.375,-2.875
2185,151933,15770362,10.97445975,76.48838432,11.125,75.875,151182,1348280,11.625,75.74823813,11.625,75.625
2204,125509,648358202,25.6677705,84.97428384,25.625,85.125,123271,1346313,26.625,88.74075726,26.625,88.625
2212,54818,1477121,52.125,4.454338795,52.125,4.375,55546,1341247,51.875,4.491634371,51.875,4.375
2219,143499,2153162,16.625,74.33845038,16.625,74.375,143069,1435940,16.875,74.48692355,16.875,74.375
2232,146835,32828287,14.5483814,121.0090841,14.625,121.125,145659,1338944,15.375,120.7650283,15.375,120.875
2245,162417,1811941,4.125,9.729291613,4.125,9.625,162738,1373857,3.875,9.715750893,3.875,9.625
2255,119936,9328718,27.93789905,120.6724662,28.125,120.625,118747,3676784,28.53201963,121.336405,28.625,121.375
2304,114752,69885529,30.46511596,31.06711344,30.125,31.375,118396,1317808,28.625,30.7699885,28.625,30.875
2320,158609,1497607,6.875,38.48612545,6.875,38.375,158988,1307392,6.625,38.48159313,6.625,38.375
2333,103360,29356782,34.64725736,113.3797565,34.875,113.625,106264,1513739,33.625,114.0322471,33.625,114.125
2348,127780,15068487,24.71217486,118.3017905,24.625,118.125,126198,1669080,25.375,119.0348027,25.375,119.125
2362,111674,48323539,31.74722607,74.09329602,31.375,74.375,112980,1287502,30.875,73.4892606,30.875,73.375
2366,111674,51134756,31.69927401,74.06664254,31.375,74.375,113634,1313228,30.625,73.24896572,30.625,73.125
2387,104764,1324345,34.125,-6.77872033,34.125,-6.875,105335,1149437,33.875,-6.875,33.875,-6.875
2395,111674,56266855,31.61923854,74.00720541,31.375,74.375,111679,1890847,31.375,75.61671205,31.375,75.625
2399,127039,1296041,24.875,55.49915367,24.875,55.375,126503,1280653,25.125,55.49976858,25.125,55.375
2413,123067,1945893,26.625,31.66376151,26.625,31.625,123637,1208729,26.375,31.875,26.375,31.875
2421,134046,2995193,21.625,110.7823223,21.625,110.875,134566,1404341,21.375,110.4856442,21.375,110.375
2435,91332,48094792,39.61930723,116.6535589,39.875,116.375,93772,1991166,38.875,115.4902581,38.875,115.375
2439,121918,6257399,27.23880447,31.09842354,27.125,31.125,123067,3154622,26.52920968,31.74469992,26.625,31.625
2447,93194,2297247,39.125,125.7629442,39.125,125.875,93792,1267900,38.875,125.7303413,38.875,125.625
2478,134988,2811391,21.125,81.5023174,21.125,81.375,134472,1248275,21.375,81.73806843,21.375,81.625
2493,124594,1926544,25.875,-80.24432209,25.875,-80.125,124035,1275744,26.125,-80.22036945,26.125,-80.125
2498,131398,1375433,22.875,115.4648911,22.875,115.375,131400,1241763,22.875,115.993486,22.875,115.875
2499,130372,14317607,23.42331349,116.4738867,23.375,116.625,131398,2617196,22.875,115.7156899,22.875,115.375
2505,136502,5027323,20.29450065,85.95395335,20.375,85.875,136016,1238489,20.625,86.2594806,20.625,86.375
2520,99282,5717371,36.6781238,117.0391629,36.625,117.125,98646,4523378,36.78904742,117.9751808,36.875,118.125
2537,99282,12315350,36.73198801,117.6515348,36.625,117.125,99290,2110650,36.625,119.1229985,36.625,119.125
2549,125509,667039834,25.66181112,85.00100377,25.625,85.125,113649,3590990,30.54410072,76.79513609,30.625,76.875
2554,125509,672261882,25.69897477,84.93700949,25.625,85.125,112990,4228063,30.76624139,75.91434112,30.875,75.875
2566,149052,14938817,13.01850303,80.06705033,13.125,80.125,149400,1223265,12.875,78.9988264,12.875,78.875
2570,112517,103902841,31.25146146,120.6046147,31.125,121.375,111207,1224572,31.625,118.4935181,31.625,118.375
2571,112517,105127413,31.2558126,120.5800237,31.125,121.375,111850,1237822,31.375,118.375,31.375,118.375
2584,102781,2014189,35.125,118.3674002,35.125,118.375,103379,1221345,34.875,118.2553418,34.875,118.375
2587,99271,3011500,36.625,114.4875399,36.625,114.375,99874,1221145,36.375,114.755939,36.375,114.875
2589,99271,4831633,36.53082206,114.5414232,36.625,114.375,100444,2191899,36.125,114.372757,36.125,114.375
2597,99271,10758907,36.44690103,114.5696344,36.625,114.375,97997,1393928,37.125,114.5029316,37.125,114.625
2601,151933,18545531,11.03710552,76.46314388,11.125,75.875,153124,1220074,10.375,76.24677663,10.375,76.125
2602,151933,19765605,10.99623565,76.44978815,11.125,75.875,153919,15599147,9.24148693,76.71382048,9.875,76.375
2608,125509,679209064,25.75015042,84.84704698,25.625,85.125,120967,6069793,27.64966394,85.36739579,27.625,85.375
2627,104542,2106943,34.375,117.1294247,34.375,117.125,105112,1213944,34.125,117.0068179,34.125,117.125
2628,104542,3320887,34.28361297,117.084606,34.375,117.125,105699,1485180,33.875,116.8005693,33.875,116.875
2634,107586,4767309,32.97198726,-96.90585986,32.875,-96.875,108188,1212196,32.625,-97.24154757,32.625,-97.125
2640,153558,1996987,10.125,105.8331828,10.125,105.875,153158,1865747,10.375,105.6007809,10.375,105.625
2641,152365,18602599,10.8034373,106.6527166,10.875,106.625,153558,3862734,10.24575301,105.7209299,10.125,105.875
2659,130247,1741799,23.375,85.30453478,23.375,85.375,129738,1212746,23.625,85.48423392,23.625,85.375
2660,125509,686444128,25.77479752,84.840096,25.625,85.125,130247,2954545,23.47761699,85.37829552,23.375,85.375
2667,109609,7046954,32.01386166,34.97743589,32.125,34.875,110240,4910941,31.98528228,35.93329081,31.875,35.875
2678,113799,12935175,30.61607604,114.2903305,30.625,114.375,115086,1411962,30.125,115.0167473,30.125,115.125
2684,111674,61729535,31.60054243,74.01565149,31.375,74.375,109760,1273069,32.125,72.74060882,32.125,72.625
2700,138048,26491531,19.42758866,-99.14568112,19.375,-99.125,138527,2853227,19.17308827,-98.18916515,19.125,-98.125
2705,151933,35830543,10.22421416,76.56701471,11.125,75.875,155518,1217125,8.875,77.52557759,8.875,77.625
2708,187669,1298148,-13.875,33.79588287,-13.875,33.875,187990,1255173,-14.125,33.78936898,-14.125,33.875
2714,159597,29625648,5.358160984,7.311742211,6.125,6.875,159238,1194261,6.375,7.51147917,6.375,7.625
2735,95607,3031676,37.7609832,-122.2745759,37.875,-122.375,96842,1716131,37.375,-121.961769,37.375,-121.875
2738,152334,2024166,10.875,78.64779136,10.875,78.625,152337,1820208,10.875,79.38736068,10.875,79.375
2754,111674,65328638,31.63262225,73.9605797,31.375,74.375,114912,10419551,30.14279762,71.73877335,30.125,71.375
2778,104977,12461050,34.10951878,71.94620114,34.125,71.625,106132,6997314,33.59339809,73.05763361,33.625,73.125
2814,102174,2409361,35.375,116.639862,35.375,116.625,101584,1189394,35.625,116.7762903,35.625,116.875
2818,102174,5046889,35.48213546,116.5487494,35.375,116.625,103374,3960264,34.97569815,117.2129713,34.875,117.125
2828,121918,10984154,27.07534278,31.26640682,27.125,31.125,119590,1400520,28.125,30.6801056,28.125,30.625
2830,114752,72028934,30.4359973,31.07015967,30.125,31.375,121918,13201705,27.2671306,31.16451272,27.125,31.125
2842,151933,37047668,10.1798885,76.59850632,11.125,75.875,150827,1281278,11.875,75.49927338,11.875,75.375
2868,143099,4614359,16.75088867,81.83545512,16.875,81.875,142666,1155957,17.125,82.00808151,17.125,82.125
2878,170932,1234255,-2.125,-80.00903673,-2.125,-80.125,171308,1184994,-2.375,-80.03059868,-2.375,-80.125
2938,95552,9654707,38.11976369,114.6673913,38.125,114.375,94370,1150263,38.625,114.9843796,38.625,114.875
2941,91332,52292760,39.56765698,116.5913039,39.875,116.375,95552,11659256,38.19594885,114.7275951,38.125,114.375
2953,54818,3180195,51.99111874,4.432597647,52.125,4.375,54094,2003855,52.375,4.846425577,52.375,4.875
2961,94003,1288347,38.625,-9.191194511,38.625,-9.125,93400,1215115,38.875,-9.209447357,38.875,-9.125
2979,104990,2182687,34.125,74.88683507,34.125,74.875,105566,1139316,33.875,74.76206491,33.875,74.875
3018,136502,8371997,20.39203253,86.07649822,20.375,85.875,135517,1126626,20.875,86.49496173,20.875,86.375
3028,108696,2129784,32.625,116.9263537,32.625,116.875,108077,1310694,32.875,117.2919968,32.875,117.375
3033,146835,35248766,14.56864778,121.0104417,14.625,121.125,145262,1121561,15.625,120.7533434,15.625,120.875
3051,156931,2430902,7.875,4.768783563,7.875,4.625,157319,1664170,7.625,5.140083946,7.625,5.125
3060,158656,7150696,6.940852576,80.04703455,6.875,79.875,157890,1498820,7.375,80.53740326,7.375,80.625
3065,106854,1697567,33.375,115.1123484,33.375,114.875,107455,1112994,33.125,115.2455943,33.125,115.125
3069,103360,41335266,34.52726147,113.573607,34.875,113.625,106854,4137184,33.25073232,115.2348962,33.375,114.875
3091,137425,1545521,19.875,73.78670502,19.875,73.875,136932,1111088,20.125,73.75329047,20.125,73.875
3121,151933,39856379,10.24646411,76.58304424,11.125,75.875,151192,4894497,11.58783162,78.02490284,11.625,78.125
3131,146835,36370327,14.60122278,121.0025135,14.625,121.125,144857,2584459,15.98816885,120.4642235,15.875,120.375
3146,101639,37420718,35.6896661,139.6672062,35.625,139.625,99930,1105128,36.375,139.2357612,36.375,139.125
3157,158848,20389069,6.575557012,3.182542255,6.625,3.375,157703,4754174,7.3805517,3.968327253,7.375,3.875
3163,168879,1824854,-0.625,34.87406349,-0.625,34.875,169234,1095174,-0.875,34.75287443,-0.875,34.875
3203,103360,54829996,34.34282371,113.8954844,34.875,113.625,104536,1677578,34.375,115.6215489,34.375,115.625
3220,123846,3015088,26.375,91.12628529,26.375,91.125,124412,1481190,26.125,91.75912881,26.125,91.875
3225,123846,6210410,26.26353763,91.32632459,26.375,91.125,123852,2537898,26.375,92.5208719,26.375,92.625
3233,158609,3600702,6.754882798,38.49270767,6.875,38.375,158228,1124366,7.125,38.53277447,7.125,38.625
3246,125509,716589256,25.77730029,84.77918756,25.625,85.125,111674,87932396,31.41230557,73.66967957,31.375,74.375
3261,103360,58505323,34.32978765,114.0010845,34.875,113.625,108071,1250656,32.875,115.7958503,32.875,115.875
3283,103360,63179664,34.24463275,114.125734,34.875,113.625,99271,26695757,36.4038343,114.9756612,36.625,114.375
3292,103360,93559220,34.91119752,114.4073609,34.875,113.625,102174,12180344,35.22089189,116.7579771,35.375,116.625
3306,103360,111076919,34.95501427,114.7246605,34.875,113.625,104542,7504381,34.05045241,116.9043076,34.375,117.125
3322,103360,123943222,34.89203281,114.9357489,34.875,113.625,100455,1615859,36.125,117.1248733,36.125,117.125
3323,103360,125559081,34.90790025,114.9639215,34.875,113.625,99282,17056023,36.73395974,117.899541,36.625,117.125
3347,135066,22977665,20.8740177,106.0407785,21.125,105.875,137528,1288017,19.875,105.7699311,19.875,105.875
3350,125509,806875819,26.4048606,83.54669997,25.625,85.125,133427,1074890,21.875,91.99468457,21.875,91.875
3351,125509,807950709,26.39883412,83.55793909,25.625,85.125,133971,1150380,21.625,92.02098785,21.625,92.125
3355,152334,3844374,10.875,78.9979576,10.875,78.625,151948,1114139,11.125,79.53363348,11.125,79.625
3361,91332,68313850,39.27550047,116.2325559,39.875,116.375,91949,3544289,39.71138742,118.1381633,39.625,118.125
3388,158848,25855614,6.738712761,3.334003439,6.625,3.375,156931,6909336,7.642329487,4.884931092,7.875,4.625
3400,112517,112050464,31.2569845,120.5190429,31.125,121.375,108710,1061851,32.625,120.2524451,32.625,120.375
3406,170762,4966645,-1.882145669,30.12214329,-1.875,30.125,170358,1904112,-1.625,29.37679677,-1.625,29.375
3415,91332,73001580,39.30034902,116.3536299,39.875,116.375,96779,1061448,37.625,114.7549256,37.625,114.875
3420,103360,149991247,35.17938337,115.3930647,34.875,113.625,91332,75400738,39.25507731,116.319725,39.875,116.375
3426,125509,810013277,26.39483411,83.56312835,25.625,85.125,123846,9842112,26.28752088,91.58611927,26.375,91.125
3438,125509,822241721,26.39439163,83.66407967,25.625,85.125,131282,1547667,22.875,86.26258063,22.875,86.375
3456,172304,1167227,-2.875,29.7586653,-2.875,29.875,172714,1055814,-3.125,29.7576209,-3.125,29.875
3458,172304,2629772,-2.975371249,29.81490477,-2.875,29.875,173129,1962484,-3.375,29.43282926,-3.375,29.375
3463,114752,85959426,29.93526142,31.08701722,30.125,31.375,124200,1652555,26.125,32.15212678,26.125,32.125
3465,112517,113844032,31.27853705,120.5116789,31.125,121.375,116947,2333115,29.43186679,120.0733183,29.375,120.125
3467,112517,116690817,31.23213493,120.5012122,31.125,121.375,117551,1725732,29.125,119.6054467,29.125,119.625
3473,167843,1800613,0.125,34.64289516,0.125,34.625,167490,1055550,0.375,34.51035148,0.375,34.625
3475,167843,3260708,0.236946163,34.62878484,0.125,34.625,167127,1534090,0.625,34.63234475,0.625,34.625
3479,93387,4863780,38.97344051,-77.06383404,38.875,-77.125,92172,1239693,39.375,-76.68380347,39.375,-76.625
3522,152841,4680004,10.44570491,-66.90369677,10.375,-66.875,152838,1084730,10.375,-67.74438063,10.375,-67.625
3542,158609,6124485,6.780108511,38.47115629,6.875,38.375,158225,1262680,7.125,37.76459317,7.125,37.875
3547,114752,88076317,29.84368279,31.11510982,30.125,31.375,125327,4108666,25.68709077,32.63344088,25.625,32.625
3549,104509,13720206,34.32989904,108.7943346,34.375,108.875,104502,1762407,34.375,107.3320301,34.375,107.125
3559,166406,1849234,1.125,34.14214818,1.125,34.125,166762,1033765,0.875,34.25854679,0.875,34.375
3560,167843,5780813,0.382555468,34.54380056,0.125,34.625,166406,2882999,1.035356802,34.18388556,1.125,34.125
3579,152334,5311728,10.92743769,79.16863688,10.875,78.625,150844,5215295,11.69717238,79.52099582,11.875,79.625
3590,91451,1566764,39.625,-104.9557618,39.625,-104.875,90827,1032386,39.875,-105.010575,39.875,-105.125
3595,116886,1500097,29.375,104.8630278,29.375,104.875,116280,1061568,29.625,105.0239909,29.625,105.125
3602,113758,20620799,30.67261702,104.0459232,30.625,104.125,111795,1113257,31.375,104.7283807,31.375,104.625
3609,86174,8075691,41.83109633,123.449567,41.875,123.375,88134,2634411,41.18178176,123.0244016,41.125,122.875
3622,109609,13772689,32.02895427,35.39309843,32.125,34.875,108373,1119876,32.625,35.94828401,32.625,35.875
3630,96815,27358372,37.45279119,126.9665123,37.625,127.125,99907,2133444,36.46013043,127.375,36.375,127.375
3633,150115,1397985,12.375,76.7413412,12.375,76.625,150476,1079525,12.125,76.70860691,12.125,76.625
3637,130713,18822494,22.79647214,72.85697525,23.125,72.625,131234,1665351,22.875,74.14799305,22.875,74.375
3656,103360,232764698,36.51205971,115.7258639,34.875,113.625,102781,3662623,35.01248269,118.360071,35.125,118.375
3662,158609,8835450,6.852802008,38.31826571,6.875,38.375,157839,1019895,7.375,37.76353534,7.375,37.875
3679,108058,1666708,32.875,112.4111748,32.875,112.625,108677,1064267,32.625,112.2261001,32.625,112.125
3681,108058,3110761,32.75894697,112.3739617,32.875,112.625,107445,1087631,33.125,112.7324459,33.125,112.625
3710,103360,239024720,36.47850986,115.7894644,34.875,113.625,100468,7115603,36.1885093,120.2306439,36.125,120.375
3760,106297,3075358,33.53702423,130.4322551,33.625,130.375,105724,1228968,33.875,130.7888171,33.875,130.875
3775,143948,7049373,16.40439329,80.60709702,16.375,80.375,143099,6382783,16.85454055,81.88435807,16.875,81.875
3798,116286,9540314,29.58066241,106.3568554,29.625,106.625,116886,3015015,29.46302344,104.9966841,29.375,104.875
3816,167843,11656951,0.616327556,34.46720067,0.125,34.625,167482,8666588,0.41022482,32.73733784,0.375,32.625
3823,151933,49132089,10.3704652,76.80736095,11.125,75.875,152334,11949437,11.2928622,79.31406828,10.875,78.625
3844,118725,5241371,28.59715762,115.8878713,28.625,115.875,119916,1025623,28.125,115.7330655,28.125,115.625
3908,127780,17586038,24.7913849,118.3796929,24.625,118.125,124522,5863115,25.99265917,119.3991975,26.125,119.375
3929,112517,120465655,31.18716243,120.4847206,31.125,121.375,118150,1000804,28.875,120.0313938,28.875,120.125
3941,151933,68114145,10.63490717,77.47175271,11.125,75.875,149052,20233089,12.98249782,79.82054126,13.125,80.125
3942,151933,88347234,11.17254721,78.00966709,11.125,75.875,149042,18601214,13.04212323,77.56890548,13.125,77.625
4039,125509,850058400,26.40377975,83.54827098,25.625,85.125,122647,6059601,26.90860395,75.71140664,26.875,75.625
4078,125509,861725176,26.41377179,83.44664395,25.625,85.125,116754,1538882,29.375,71.38601319,29.375,71.625
4094,151933,113350785,11.53714172,77.96481721,11.125,75.875,150115,2783456,12.27804095,76.68837894,12.375,76.625
4141,152841,6559177,10.4083429,-67.03464659,10.375,-66.875,153234,1128216,10.125,-67.99622479,10.125,-67.875
4167,125509,873070520,26.4213792,83.4520242,25.625,85.125,104977,25308561,33.95010095,72.48199841,34.125,71.625
4207,104003,18150487,34.74059325,135.4940626,34.625,135.625,102821,8997554,35.13361265,136.9457153,35.125,136.875
4219,103360,254788312,36.43714693,115.9536509,34.875,113.625,97394,1336429,37.375,116.3836535,37.375,116.375
4235,51226,6238366,53.49232608,-2.400481152,53.375,-2.125,49835,1172833,53.875,-1.720543654,53.875,-1.625
4262,159597,35621922,5.473006847,7.314991433,6.125,6.875,158485,1116169,6.875,7.467873033,6.875,7.375
4266,103360,260604608,36.45685993,115.9582112,34.875,113.625,108696,5066034,32.73991928,117.0152008,32.625,116.875
4310,109609,16393430,32.06099727,35.39433807,32.125,34.875,111514,1298718,31.375,34.375,31.375,34.375
4326,103360,269935199,36.35531208,115.9958067,34.875,113.625,103966,1058822,34.625,119.0414045,34.625,119.125
4349,104990,4416750,34.01859088,74.80821571,34.125,74.875,106140,1297119,33.625,75.1290351,33.625,75.125
4407,172304,7470969,-3.22451691,29.66906021,-2.875,29.875,171905,1372156,-2.625,30.13664773,-2.625,30.375
4430,170762,11041100,-1.809023874,29.84335347,-1.875,30.125,172304,9571431,-3.101723569,29.75905482,-2.875,29.875
4452,109609,18444023,32.03568514,35.31511476,32.125,34.875,107760,1012506,32.875,35.22904926,32.875,35.125
4522,131911,74592492,22.84070519,113.630745,22.625,114.125,130372,17391048,23.33032194,116.3493718,23.375,116.625
4537,119905,9312974,28.1017615,112.9371536,28.125,112.875,118711,1372406,28.625,112.3650394,28.625,112.375
4545,138858,37653456,19.01442892,73.21720079,19.125,72.875,137425,3318769,19.9879253,73.84301472,19.875,73.875
4553,138858,41594678,19.10363791,73.26604104,19.125,72.875,136450,2346386,20.27274029,72.9869853,20.375,72.875
4559,138858,45237445,19.19823745,73.25070969,19.125,72.875,134953,9301230,21.11137747,72.81002394,21.125,72.625
4580,119905,11403998,28.19770192,112.8699376,28.125,112.875,121081,1664240,27.625,113.6932864,27.625,113.875
4729,103360,287541590,36.36325235,116.0920142,34.875,113.625,105705,1850432,33.875,118.2355,33.875,118.375
