a,b,c,d,e,f,g,h,pop,j,k,l,m
55967,100034,2586863,36.45529068,-94.70562342,36.125,-95.875,101734,1467396,35.46220737,-97.48604705,35.375,-97.625
55968,89021,540541933,22.86484628,-83.70135695,40.625,-73.875,100034,4054259,36.09585472,-95.71196824,36.125,-95.875
56052,125509,6219914150,23.93202423,72.46650154,25.625,85.125,120849,1208351,27.47745636,56.42319357,27.625,55.875
57586,125509,6235524266,23.92939686,72.38737818,25.625,85.125,107749,3012321,32.63093131,13.13758008,32.875,13.375
57819,89021,549689938,22.99389001,-83.81492834,40.625,-73.875,102357,1652151,35.12775943,-89.78753448,35.125,-89.875
57955,194874,21821549,-18.80277621,47.70367389,-18.875,47.625,203588,1851865,-24.85853714,45.6842639,-25.125,46.125
58491,125509,6246004721,23.9316371,72.31672684,25.625,85.125,162134,6365033,3.369462755,19.7991359,4.375,18.625
58570,89021,552815641,23.03991534,-83.83821784,40.625,-73.875,102947,1065725,34.79264949,-92.36313906,34.875,-92.375
59028,52126,3495219,53.54858168,49.47629229,53.125,50.125,44749,2691008,55.9772235,48.38680719,55.875,49.125
59165,89021,555891592,23.06587221,-83.88466551,40.625,-73.875,92706,2610804,39.05708491,-94.71115545,39.125,-94.625
59197,212692,13383746,-33.46513878,-70.55359426,-33.625,-70.625,214613,1945942,-36.95074326,-72.76337655,-36.875,-73.125
59231,135126,2252697,20.67442431,-89.72390889,20.875,-89.625,134622,1480004,20.93743429,-87.11481692,21.125,-86.875
59237,89021,558945393,23.14845018,-83.93861838,40.625,-73.875,135126,3792906,20.77863655,-88.68197024,20.875,-89.625
59324,125509,6263339982,23.90880359,72.20272207,25.625,85.125,138309,1210435,19.27358253,37.09360178,19.375,37.125
59414,125509,6265492166,23.90886029,72.19371759,25.625,85.125,167090,1335479,0.516360141,24.85297176,0.625,25.375
60249,125509,6275532803,23.90519435,72.14214929,25.625,85.125,153957,1090352,9.720822037,118.5922908,9.875,118.625
60250,125509,6276623155,23.90273029,72.15021844,25.625,85.125,160159,4663811,5.338866567,116.6086083,5.875,116.125
60302,125509,6281706913,23.88850887,72.1818057,25.625,85.125,43466,2148207,56.23496566,43.7830077,56.375,43.875
60794,190921,5625040,-16.71653828,-67.73938932,-16.375,-68.125,190907,1244212,-16.36335709,-71.68940502,-16.375,-71.625
61394,45384,1975967,55.20020584,52.48430522,55.625,52.375,42254,1170783,56.71679455,53.54249902,56.875,53.125
61784,80583,7934381,44.06106451,87.14875037,43.875,87.625,86056,1075544,41.92800759,86.26514885,41.875,86.125
62231,125509,6302894851,23.89199187,72.06219621,25.625,85.125,34865,2238568,59.74401291,10.62663229,59.875,10.875
62493,125509,6307556599,23.90357224,72.03084921,25.625,85.125,140549,1375984,18.11184487,-15.92728676,18.125,-15.875
63444,89021,571408577,23.18387815,-83.9963889,40.625,-73.875,77256,4500531,44.93000034,-93.22534338,44.875,-93.375
63628,180176,50902502,-7.777162643,-38.44883819,-8.125,-34.875,169869,5039747,-1.488898426,-48.25963846,-1.375,-48.375
64014,125509,6323745361,23.89561973,71.94193809,25.625,85.125,213010,1397957,-33.86415542,25.48366876,-33.875,25.625
64334,52126,6500225,54.61146343,48.99102495,53.125,50.125,45384,3258162,55.77241962,52.90205636,55.625,52.375
64349,125509,6327557859,23.88178575,71.92325599,25.625,85.125,194874,25704943,-19.36573601,47.41368872,-18.875,47.625
